colecao	est_docs	ano_amostra	tem_muni	pistas	variavel_amostra
1000	42709	2016	sim		Área plantada
1001	24729	2016	sim		Área plantada
1002	155324	2016	sim		Área plantada
1003	7315	2007	sim		Escrituras de separação
1004	20907	2007	sim		Escrituras de divórcio
1005	5547	2006	sim		Número de estabelecimentos agropecuários com eletrodomésticos
1006	3978	2006	sim		Número de estabelecimentos agropecuários com produção animal integrada à indústria
1008	5471	2006	sim		Número de estabelecimentos agropecuários com uso de agrotóxico
1009	5471	2006	sim		Número de estabelecimentos agropecuários com uso de agrotóxico
1010	4958	2006	sim		Número de estabelecimentos agropecuários com tratamento de esterco de animais
1011	11086	2006	sim		Número de estabelecimentos agropecuários
1012	5546	2006	sim		Número de estabelecimentos agropecuários com recursos hídricos
1013	11086	2006	sim		Número de estabelecimentos agropecuários
1014	11086	2006	sim		Número de estabelecimentos agropecuários
1015	11086	2006	sim		Número de estabelecimentos agropecuários
1016	11086	2006	sim		Número de estabelecimentos agropecuários
1017	11086	2006	sim		Número de estabelecimentos agropecuários
1018	5545	2006	sim		Número de estabelecimentos agropecuários com produtor proprietário, concessionário ou assentado sem titulação definitiva
1019	5545	2006	sim		Número de estabelecimentos agropecuários com produtor proprietário, concessionário ou assentado sem titulação definitiva
102	38955	2010	sim		Mulheres de 10 anos ou mais de idade que viviam em união conjugal
1020	5548	2006	sim		Produtores na direção dos trabalhos nos estabelecimentos agropecuários
1021	5548	2006	sim		Produtores na direção dos trabalhos nos estabelecimentos agropecuários
1022	5548	2006	sim		Pessoas que dirigem os estabelecimentos agropecuários
1023	5564	2008	sim		Municípios que possuem instrumento legal regulador do serviço de esgotamento sanitário
1024	16692	2008	sim		Municípios com serviço de esgotamento sanitário
1025	13826	2006	sim		Número de estabelecimentos agropecuários com mais de 50 cabeças de bovinos
1026	16692	2008	sim		Municípios que possuem órgão municipal gestor do serviço de esgotamento sanitário
1027	5564	2008	sim		Municípios com serviço de manejo de águas pluviais
1028	16692	2008	sim		Municípios que possuem instrumento legal regulador do serviço de manejo de águas pluviais
1029	16692	2008	sim		Municípios com manejo de águas pluviais
103	16695	2010	sim		Mulheres de 10 anos ou mais de idade que viviam em união conjugal e tiveram filhos nascidos vivos
1031	72410	1975	sim		Área dos estabelecimentos agropecuários
1036	5564	2008	sim		Municípios com manejo de águas pluviais
105	5565	2010	sim		Filhos tidos nascidos vivos pelas mulheres de 10 anos ou mais de idade que viviam em união conjugal
107	5565	2010	sim		Mulheres de 10 anos ou mais de idade que tiveram filhos nascidos vivos
108	38955	2010	sim	Populacao	Mulheres de 10 anos ou mais de idade residentes em domicílios particulares, exceto as cuja condição no domicílio era pensionista, empregada doméstica ou parente do(a) empregado(a) doméstico(a)
1097	44211	2006	sim		Número de estabelecimentos agropecuários que produziram leite de vaca
1098	11086	2006	sim		Número de estabelecimentos agropecuários
1099	11086	2006	sim		Número de estabelecimentos agropecuários
1100	120		sim		INPC - Variação mensal
1101	5548	2006	sim		Número de estabelecimentos agropecuários
1106	60	1989	sim		Superfície dos areais
1109	11086	2006	sim		Número de estabelecimentos agropecuários
1110	5545	2006	sim		Número de estabelecimentos agropecuários com produtor proprietário, concessionário ou assentado sem titulação definitiva
1111	5548	2006	sim		Produtores na direção dos trabalhos nos estabelecimentos agropecuários
1112	11086	2006	sim		Número de estabelecimentos agropecuários
1113	11096	2006	sim	Empresas / ocupacao	Pessoal ocupado em estabelecimentos agropecuários em 31/12
1114	11096	2006	sim	Empresas / ocupacao	Pessoal ocupado em estabelecimentos agropecuários em 31/12 com laço de parentesco com o produtor
1115	5533	2006	sim		Número de estabelecimentos agropecuários em que o produtor declarou ter atividade fora do estabelecimento no ano
1116	11083	2006	sim		Número de estabelecimentos agropecuários que obtiveram receitas no ano
1117	10670	2006	sim		Número de estabelecimentos agropecuários que obtiveram outras receitas no ano
1118	11084	2006	sim		Número de estabelecimentos agropecuários com produção
1119	5548	2006	sim		Número de estabelecimentos que não obtiveram financiamento
1120	5472	2006	sim		Número de estabelecimentos agropecuários que obtiveram financiamento
1144	30	1998	sim		Área total dos municípios componentes dos núcleos de desertificação na Região Nordeste
1161	5565	2010	sim		Domicílios particulares permanentes
1177	36201	2006	sim		Valor da produção dos estabelecimentos agropecuários com mais de 50 pés existentes em 31/12
1178	9470	2006	sim		Número de pés existentes nos estabelecimentos agropecuários com até 50 pés existentes em 31/12
1179	31194	2006	sim		Valor da produção dos estabelecimentos agropecuários com mais de 50 pés existentes em 31/12
1181	37098	2006	sim		Valor da produção dos estabelecimentos agropecuários com mais de 50 pés existentes em 31/12
1206	5565	2010	sim		Pessoas de 10 anos ou mais de idade
1211	11130	2010	sim		Domicílios particulares permanentes
1224	11051	2006	sim		Número de estabelecimentos agropecuários com bovinos
1225	16425	2006	sim		Número de estabelecimentos agropecuários com suínos
1226	21775	2006	sim		Número de estabelecimentos agropecuários com galinhas, galos, frangas, frangos e pintos
1227	10742	2006	sim		Quantidade produzida
1228	5564	2008	sim		Municípios com manejo de águas pluviais
1229	5564	2008	sim		Municípios que possuem órgão municipal gestor do serviço de manejo de águas pluviais
1230	5564	2008	sim		Municípios com serviço de manejo de resíduos sólidos
1231	5564	2008	sim		Municípios que possuem órgão municipal gestor do serviço de manejo de resíduos sólidos
1232	5564	2008	sim		Municípios com serviço de manejo de resíduos sólidos
1233	5564	2008	sim		Municípios que exercem controle sobre o manejo de resíduos especiais realizado por terceiros
1234	5564	2008	sim		Municípios com manejo de residuos sólidos
1235	2324	2008	sim		Número de catadores de lixo na zona urbana
1236	5564	2008	sim		Municípios com manejo de residuos sólidos
1237	5564	2008	sim		Municípios com manejo de residuos sólidos com participação de catadores nas ações de coleta seletiva
1238	11071	2000	sim		Municípios com algum serviço de saneamento básico
1239	11071	2000	sim		Municípios sem rede geral de abastecimento de água
1240	11071	2000	sim		Municípios sem rede coletora de esgoto
1241	5564	2008	sim		Municípios com manejo de residuos sólidos
1242	5564	2008	sim		Municípios com manejo de residuos sólidos
1244	11086	2006	sim		Número de estabelecimentos agropecuários
1245	5548	2006	sim		Número de estabelecimentos agropecuários
1246	16534	2006	sim		Número de estabelecimentos agropecuários
1247	5564	2008	sim		Municípios com manejo de residuos sólidos
1248	5564	2008	sim		Municípios que têm conhecimento da existência de catadores nas unidades de disposição de resíduos no solo
1249	11086	2006	sim		Número de estabelecimentos agropecuários
1255	5564	2008	sim		Municípios que possuem exclusivamente sistema de drenagem superficial nas ruas pavimentadas
1256	3626	2008	sim	Empresas / ocupacao	Pessoal ocupado contratado, terceirizado ou somente comissionado no serviço de manejo de águas pluviais
1257	5564	2008	sim		Municípios com serviços de manejo de resíduos sólidos
1258	87052	2006	sim		Número de estabelecimentos agropecuários com agricultura familiar
1259	22170	2006	sim		Número de estabelecimentos agropecuários com agricultura familiar
1260	22107	2006	sim	Empresas / ocupacao	Pessoal ocupado com laço familiar na agricultura familiar
1261	11085	2006	sim		Número de estabelecimentos agropecuários com agricultura familiar
1262	40200	2006	sim		Número de estabelecimentos agropecuários com pecuária de corte na agricultura familiar
1267	34597	2006	sim		Número de estabelecimentos agropecuários com pecuária de leite na agricultura familiar
1268	32637	2006	sim		Número de estabelecimentos agropecuários com suínos na agricultura familiar
1269	32925	2006	sim		Número de estabelecimentos agropecuários com aves na agricultura familiar
1270	31377	2006	sim		Número de estabelecimentos agropecuários que produziram ovos na agricultura familiar
1271	35220	2006	sim		Número de estabelecimentos agropecuários com agricultura familiar
1273	22170	2006	sim		Número de estabelecimentos agropecuários com agricultura familiar
1274	83860	2006	sim		Receita agropecuária indireta dos estabelecimentos agropecuários com agricultura familiar
1275	10986	2006	sim		Valor dos investimentos nos estabelecimentos agropecuários com agricultura familiar
1276	22150	2006	sim		Total de unidades de trabalho familiares nos estabelecimentos agropecuários com agricultura familiar
1277	11085	2006	sim		Valor dos bens nos estabelecimentos agropecuários com agricultura familiar
1278	42072	2006	sim		Número de estabelecimentos agropecuários com agricultura familiar
1279	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1280	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1287	268	1970	sim	Populacao	População nos municípios das capitais
1300	5564	2008	sim		Municípios com tratamento de esgoto sanitário
1301	11130	2010	sim		Área total das unidades territoriais
1302	5507	2000	sim	Populacao	População residente
1306	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1307	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1309	11072	2000	sim	Populacao	População residente
1310	11072	2000	sim		Domicílios recenseados
1311	11140	2000	sim		Número de domicílios particulares ocupados
1315	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1324	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1326	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1327	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1328	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1329	22171	2006	sim		Número de estabelecimentos agropecuários com agricultura familiar
1330	10780	2006	sim		Número de estabelecimentos agropecuários com empregados permanentes na agricultura familiar
1331	9458	2006	sim		Número de estabelecimentos agropecuários com serviços de empreitada na agricultura familiar
1332	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1336	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1340	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1341	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1344	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1345	27	2009	sim		Escolares frequentando o 9º ano do ensino fundamental
1352	81	2012	sim		Percentual de escolares frequentando o 9º ano do ensino fundamental, distribuído pela cor ou raça
1353	11071	2000	sim		Municípios com serviços de manejo de resíduos sólidos
1354	11071	2000	sim		Municípios com coleta de esgoto sanitário
1356	2877	2000	sim		Municípios com coleta de esgoto sanitário
1358	11071	2000	sim		Municípios com coleta de esgoto sanitário
1359	30314	2008	sim		Número total de municípios
136	15563	1991	sim	Populacao	População residente
1361	11134	2008	sim		Municípios com serviço de esgotamento sanitário
1362	11134	2008	sim		Municípios com serviço de esgotamento sanitário
1364	16641	2000	sim		Municípios com serviço de abastecimento de água por rede geral de distribuição
1365	40734	2008	sim		Número de economias abastecidas
1366	11134	2008	sim		Municípios com serviço de abastecimento de água por rede geral de distribuição
1367	5564	2008	sim		Municípios que estabelecem tarifa mínima para consumo de água
1368	11071	2000	sim		Municípios com rede de distribuição de água
1369	5564	2008	sim		Municípios com racionamento de água
137	15563	1991	sim	Populacao	População residente
1372	22170	2006	sim		Número de estabelecimentos agropecuários com agricultura familiar
1379	5565	2010	sim		Pessoas de 5 anos ou mais de idade
1381	33390	2010	sim		Pessoas de 10 anos ou mais de idade
1382	33390	2010	sim		Pessoas de 10 anos ou mais de idade
1384	5545	2010	sim		Pessoas de 10 anos ou mais de idade
1385	5565	2010	sim		Pessoas de 10 anos ou mais de idade, responsáveis pelos domicílios particulares
1386	5565	2010	sim	Populacao	Pessoas de até 10 anos de idade, residentes em domicílios particulares, cuja condição no domicílio não era pensionista, nem empregado(a) doméstico(a) ou seu parente
1387	83550		sim		IPCA15 - Variação mensal
1390	5565	2010	sim		Pessoas de 10 anos ou mais de idade
1391	33150	2010	sim		Pessoas de 10 anos ou mais de idade
1393	5565	2010	sim	Populacao	Pessoas de 10 anos ou mais de idade, residentes em domicílios particulares, cuja condição no domicílio não era pensionista, nem empregado(a) doméstico(a) ou seu parente
1397	11130	2010	sim		Domicílios particulares permanentes
1398	11090	2010	sim		Domicílios particulares permanentes
1419	120		sim		IPCA - Variação mensal
1420	83550		sim		IPCA dessazonalizado - Variação mensal
1421	11086	2006	sim		Número de estabelecimentos agropecuários
1422	11086	2006	sim		Número de estabelecimentos agropecuários
1424	323	2010	sim	Populacao	Pessoas de 5 anos ou mais de idade, alfabetizadas, residentes em domicílios particulares ocupados
1425	323	2010	sim	Populacao	População residente em domicílios particulares ocupados, nos municípios com presença identificada de aglomerados subnormais
1426	323	2010	sim	Populacao	População residente em domicílios particulares ocupados
1427	322	2010	sim		Domicílios particulares permanentes
1428	620	2010	sim	Renda / rendimento	Valor do rendimento nominal mediano mensal das pessoas de 10 anos ou mais de idade em domicílios particulares ocupados
1429	1065	2008	sim		Número de municípios com serviço de coleta seletiva
1431	11086	2006	sim		Número de estabelecimentos agropecuários
1434	11014	2000	sim		Domicílios particulares permanentes
1435	11014	2000	sim		Domicílios particulares permanentes
1436	11014	2000	sim		Domicílios particulares permanentes
1437	11014	2000	sim		Domicílios particulares permanentes
1438	11014	2000	sim		Domicílios particulares permanentes
1439	11014	2000	sim		Domicílios particulares permanentes
1440	5507	2000	sim		Domicílios particulares permanentes
1441	1065	2008	sim		Número de municípios com serviço de coleta seletiva
1442	5507	2000	sim		Domicílios particulares permanentes
1444	5507	2000	sim		Domicílios particulares permanentes
1446	5507	2000	sim		Domicílios particulares permanentes
1447	5507	2000	sim		Domicílios particulares permanentes
1449	5507	2000	sim		Domicílios particulares permanentes
1450	5507	2000	sim		Domicílios particulares permanentes
1451	5487	2000	sim		Domicílios particulares permanentes
1452	5487	2000	sim		Domicílios particulares permanentes
1453	5507	2000	sim		Domicílios particulares permanentes
1454	5507	2000	sim		Domicílios particulares permanentes
1456	11014	2000	sim		Domicílios particulares permanentes próprios
1458	5507	2000	sim		Domicílios particulares permanentes
1459	11086	2006	sim		Número de estabelecimentos agropecuários
146	9998	1991	sim		Pessoas de 10 anos ou mais de idade
1460	5507	2000	sim		Domicílios particulares permanentes
1461	5507	2000	sim		Domicílios particulares permanentes próprios
1462	5507	2000	sim		Domicílios particulares permanentes
1463	5507	2000	sim		Domicílios particulares permanentes
1464	5507	2000	sim		Domicílios particulares permanentes
1465	5507	2000	sim		Domicílios particulares permanentes
1466	5507	2000	sim		Domicílios particulares permanentes
1467	5487	2000	sim		Domicílios particulares permanentes
1468	5507	2000	sim		Domicílios particulares permanentes
1469	5487	2000	sim		Domicílios particulares permanentes
1470	11014	2000	sim		Domicílios particulares permanentes
1471	11014	2000	sim		Domicílios particulares permanentes
1472	11014	2000	sim		Domicílios particulares permanentes
1473	11014	2000	sim		Domicílios particulares permanentes
1474	9987	2010	sim		Pessoas indígenas
1475	5507	2000	sim		Domicílios particulares permanentes
1476	5507	2000	sim		Domicílios particulares permanentes
1477	5507	2000	sim		Domicílios particulares permanentes próprios
1478	5507	2000	sim		Domicílios particulares permanentes
1479	5507	2000	sim		Domicílios particulares permanentes
148	4491	1991	sim		Estudantes de 5 anos ou mais de idade
1480	5507	2000	sim		Domicílios particulares permanentes
1481	5507	2000	sim		Domicílios particulares permanentes
1482	5507	2000	sim		Domicílios particulares permanentes
1483	5507	2000	sim		Domicílios particulares permanentes
1484	5507	2000	sim		Domicílios particulares permanentes próprios
1485	5507	2000	sim		Domicílios particulares permanentes
1486	5507	2000	sim		Domicílios particulares permanentes
1487	5507	2000	sim		Domicílios particulares permanentes
1488	5507	2000	sim		Domicílios particulares permanentes
1489	5545	2010	sim	Populacao	População residente
1490	5507	2000	sim		Pessoas responsáveis pelos domicílios particulares permanentes
1491	5507	2000	sim		Pessoas responsáveis pelos domicílios particulares permanentes
1492	5487	2000	sim		Pessoas responsáveis pelos domicílios particulares permanentes
1493	5507	2000	sim		Pessoas responsáveis pelos domicílios particulares permanentes
1494	5507	2000	sim		Pessoas responsáveis pelos domicílios particulares permanentes
1495	5565	2010	sim	Populacao	População residente
1497	5565	2010	sim	Populacao	População residente
1505	5565	2010	sim	Populacao	População residente
1518	5507	2000	sim	Populacao	População residente
1519	5507	2000	sim	Populacao	População residente de 5 anos ou mais de idade
1520	5507	2000	sim	Populacao	População residente de 5 anos ou mais de idade
1521	5507	2000	sim	Populacao	População residente de 10 anos ou mais de idade
1522	5507	2000	sim	Populacao	População residente
1523	11087	2006	sim		Número de estabelecimentos agropecuários com agricultura familiar
1524	11087	2006	sim		Número de estabelecimentos agropecuários com agricultura familiar
1525	21612	2006	sim		Número de estabelecimentos agropecuários com agricultura familiar
1535	5563	2010	sim		Pessoas não naturais da unidade da federação
1539	5565	2010	sim		Pessoas de 10 anos ou mais de idade
1541	5565	2010	sim		Pessoas de 10 anos ou mais de idade
1542	5565	2010	sim		Pessoas de 10 anos ou mais de idade que viviam em união conjugal
1543	5545	2010	sim		Pessoas de 10 anos ou mais de idade, que não viviam mas já viveram em união conjugal
1545	38955	2010	sim		Mulheres de 10 anos ou mais de idade
1547	5565	2010	sim	Populacao	População residente
1549	11130	2010	sim	Populacao	População residente
155	4491	1991	sim	Renda / rendimento|Gini / desigualdade	Índice de Gini da renda das pessoas responsáveis pelos domicílios
1551	5565	2010	sim		Pessoas que frequentavam escola ou creche
1553	5507	2000	sim	Populacao	População residente de 5 anos ou mais de idade
1555	11084	2006	sim		Número de estabelecimentos agropecuários com produção
156	46689	1991	sim		Domicílios particulares ocupados
1561	11083	2006	sim		Número de estabelecimentos agropecuários que obtiveram receitas no ano
1569	10670	2006	sim		Número de estabelecimentos agropecuários que obtiveram outras receitas no ano
157	4491	1991	sim		Número médio de cômodos por domicílio
1570	11084	2006	sim		Número de estabelecimentos agropecuários que realizaram despesas
1571	11086	2006	sim		Número de estabelecimentos agropecuários com informações sobre bens
1572	5565	2010	sim		Pessoas de 10 anos ou mais de idade
1573	5565	2010	sim		Pessoas de 10 anos ou mais de idade ocupadas na semana de referência
1575	5565	2010	sim		Pessoas de 10 anos ou mais de idade ocupadas na semana de referência
1577	5565	2010	sim		Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência
1579	5545	2010	sim		Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência
158	4491	1991	sim		Número médio de cômodos servindo de dormitório por domicílio
1581	5565	2010	sim		Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência
159	4491	1991	sim	Renda / rendimento	Valor do rendimento médio da pessoa responsável pelo domicílio
1594	52	2008	sim		Despesa monetária e não monetária média mensal familiar
1595	52	2008	sim		Número de famílias
160	4	1987	sim		Domicílios
1611	5565	2010	sim		Pessoas que frequentavam escola ou creche
1615	5565	2010	sim		Pessoas ocupadas na semana de referência
1617	11130	2010	sim		Domicílios particulares permanentes
1619	52	2008	sim		Despesa monetária e não monetária média mensal familiar
1624	15563	1991	sim		Pessoas de 10 anos ou mais de idade
1625	52	2008	sim	Renda / rendimento	Rendimento total e variação patrimonial médio mensal familiar
1626	2184	1991	sim		Estrangeiros
163	4491	1991	sim		Chefes de domicílios particulares permanentes
164	4491	1991	sim		Chefes de domicílios particulares permanentes
1646	83550		sim		IPCA15 - Variação mensal
1648	5548	2006	sim		Pessoas que dirigem os estabelecimentos agropecuários
165	4491	1991	sim		Pessoas moradoras
1653	5548	2006	sim		Número de estabelecimentos agropecuários
1654	14204	2006	sim		Área cortada de espécies da silvicultura
1657	16710	2006	sim		Número de estabelecimentos agropecuários com aquicultura
1658	20700	2006	sim		Número de estabelecimentos agropecuários com tratores na agricultura não familiar
1659	27923	2006	sim		Número de estabelecimentos agropecuários com agricultura familiar
166	4491	1991	sim		Pessoas moradoras em domicílios particulares permanentes
1665	5564	2008	sim		Municípios com dispositivo coletivo de detenção ou amortecimento de vazão de águas pluviais urbanas
1667	25194	2006	sim		Número de estabelecimentos agropecuários com ovinos
1668	22348	2006	sim		Número de estabelecimentos agropecuários com caprinos
1669	4958	2006	sim		Número de estabelecimentos agropecuários com tratamento de esterco de animais
167	4491	1991	sim		Pessoas moradoras em domicílios particulares permanentes
1670	34944	2006	sim		Valor da produção dos estabelecimentos agropecuários com mais de 50 pés existentes em 31/12
1671	11007	2006	sim		Número de estabelecimentos agropecuários com aves
1672	10969	2006	sim		Número de estabelecimentos agropecuários com suínos
1673	37245	2006	sim		Número de estabelecimentos agropecuários que produziram leite de vaca
1679	8412	2006	sim		Número de pés existentes nos estabelecimentos agropecuários com até 50 pés existentes em 31/12
168	4491	1991	sim		Pessoas moradoras em domicílios particulares permanentes
1680	16534	2006	sim		Número de estabelecimentos agropecuários
1682	4412	2006	sim		Valor da produção
1684	5564	2008	sim		Municípios com rede de distribuição de água
1685	267360	2016	sim	Empresas / ocupacao	Número de unidades locais
1686	27850		sim		INPC - Variação mensal
1687	7436	2009	sim		Número de separações consensuais concedidas em 1ª instância ou por escritura
1688	6473	2006	sim		Valor da produção
1689	37098	2006	sim		Valor da produção dos estabelecimentos agropecuários com mais de 50 pés existentes em 31/12
169	4	1987	sim		Domicílios
1690	27850		sim		INPC - Peso mensal
1691	27850		sim		INPC - Variação acumulada no ano
1692	5		sim		IPCA - Variação mensal
1693	27850		sim		IPCA - Peso mensal
1694	27850		sim		IPCA - Variação acumulada no ano
1695	38393	2016	sim		Número de divórcios concedidos em 1ª instância ou por escritura
1699	16695	2010	sim		Pessoas de 10 anos ou mais de idade
170	5570	1991	sim	Renda / rendimento	Valor do rendimento médio da pessoa responsável pelo domicílio
1702	5565	2010	sim	Populacao	Pessoas residentes em domicílios particulares
1704	3677	2006	sim		Valor da produção
1705	80		sim		IPCA15 - Variação mensal
1706	5258	2006	sim		Valor da produção
1708	3069	2008	sim		Municípios com rede coletora de esgoto
1709	5304	2008	sim		Quantidade de caminhões utilizados nos serviços de manejo de resíduos sólidos
171	4491	1991	sim		Chefes de domicílios particulares permanentes
1710	994	2008	sim		Número de municípios com serviço de coleta seletiva
1711	5258	2006	sim		Valor da produção
1712	20	2006	sim		Valor da produção
1713	5564	2008	sim		Municípios com serviço de manejo de pilhas e baterias
1714	5564	2008	sim		Municípios com serviço de manejo de pilhas e baterias
1715	5564	2008	sim		Municípios com serviço de manejo de resíduos de construção e demolição
1716	11046	2006	sim		Valor da produção
1717	5564	2008	sim		Municípios com serviço de manejo de resíduos de construção e demolição
1718	159	2008	sim		Municípios que coletam e/ou recebem resíduos sólidos industriais perigosos e/ou não-inertes
1719	159	2008	sim		Municípios que coletam e/ou recebem resíduos sólidos industriais perigosos e/ou não-inertes
172	4491	1991	sim		Pessoas moradoras em domicílios particulares permanentes
1720	11046	2006	sim		Valor da produção
1723	11046	2006	sim		Valor da produção
1724	5014	2006	sim		Valor da produção
1727	5505	2008	sim		Número de entidades com coleta domiciliar regular de resíduos sólidos
1729	11051	2006	sim		Número de estabelecimentos agropecuários com efetivo de bovinos
173	4491	1991	sim		Pessoas moradoras em domicílios particulares permanentes
1734	5672	2006	sim	Empresas / ocupacao	Número de unidades locais
1735	27016	2002	sim	Empresas / ocupacao	Número de unidades locais
1738	5291	2008	sim		Número de sedes do município com serviço de coleta regular de resíduos sólidos nas vias e logradouros públicos
174	4491	1991	sim		Pessoas moradoras em domicílios particulares permanentes
1748	21858	2006	sim		Número de estabelecimentos agropecuários com agricultura familiar
1749	22280	2006	sim		Número de estabelecimentos agropecuários com efetivo da pecuária na agricultura familiar
175	4491	1991	sim		Pessoas moradoras em domicílios particulares permanentes
1750	5548	2006	sim		Número de estabelecimentos agropecuários
1751	5564	2008	sim		Número de distritos com rede de distribuição de água
1752	5564	2008	sim		Municípios com serviço de abastecimento de água por rede geral de distribuição
1753	16692	2008	sim		Municípios com captação superficial
1754	16692	2008	sim		Municípios com captação superficial
1755	5564	2008	sim		Municípios com geração de lodo no processo de tratamento de água
1756	5391	2000	sim		Número de distritos com serviço de abastecimento de água
1758	11014	2000	sim		Municípios com algum serviço de saneamento básico
1759	11014	2000	sim		Municípios sem rede geral de abastecimento de água
176	4	1987	sim		Domicílios
1760	32346	2000	sim		Número de distritos com serviço de abastecimento de água
1764	5564	2008	sim		Municípios que sofreram inundações e/ou alagamentos na área urbana nos últimos cinco anos
1765	11134	2008	sim		Municípios com serviço de abastecimento de água por rede geral de distribuição
1766	5391	2000	sim		Número de distritos com serviço de abastecimento de água
1767	11134	2008	sim		Municípios com serviço de abastecimento de água por rede geral de distribuição
1769	16173	2000	sim		Número de distritos com captação superficial
177	4	1987	sim		Domicílios
1770	16173	2000	sim		Número de distritos com captação superficial
1772	7765	2000	sim		Número de distritos com captação superficial
1773	10308	2000	sim		Volume de água tratada distribuída por dia
1774	15819	2000	sim		Número de economias abastecidas
1775	9843	2000	sim		Número de ligações de água
1776	5090	2000	sim		Extensão da rede distribuidora de água
1777	5909	2000	sim		Número de estações de tratamento
1778	4408	2000	sim		Número de distritos com controle de qualidade com análise realizada na água bruta
1779	5505	2008	sim		Número de sedes de município com serviço de coleta domiciliar regular de resíduos sólidos
178	4491	1991	sim		Domicílios particulares permanentes
1780	4018	2000	sim		Número de distritos com controle de qualidade com análise realizada na água tratada
1781	5391	2000	sim		Número de distritos cuja água tratada passa por processo de coagulação química
1782	5391	2000	sim		Número de distritos com serviço de abastecimento de água
1784	5391	2000	sim		Número de distritos com racionamento de água
1785	4614	2000	sim		Número de distritos cujas entidades prestadoras de serviço de abastecimento realizam coleta de amostra para análise na rede de distribuição
1786	4698	2000	sim		Número de distritos abastecidos
1787	10922	2000	sim		Número de distritos abastecidos
1788	4487	2000	sim		Número de distritos com tarifa mínima para consumo de água
1789	4049	2000	sim		Número de distritos com programa de controle de perdas de água
179	4491	1991	sim		Domicílios particulares permanentes
1790	3473	2000	sim		Número de distritos com programa de controle de perdas de faturamento
1791	5391	2000	sim		Número de distritos abastecidos
1792	5391	2000	sim		Número de distritos abastecidos
1793	2279	2000	sim		Número de distritos abastecidos que adicionam fluor na água
1794	2279	2000	sim		Número de distritos abastecidos que adicionam fluor na água
1795	2279	2000	sim		Número de distritos abastecidos que adicionam fluor na água
1796	2466	2000	sim		Número de distritos abastecidos com água fluoretada
1797	2391	2000	sim		Número de distritos abastecidos com água fluoretada que realizam controle de fluoretação
1798	2391	2000	sim		Número de distritos abastecidos com água fluoretada que realizam controle de fluoretação
180	4491	1991	sim		Domicílios particulares permanentes
1800	5391	2000	sim		Número de distritos com rede de distribuição de água
1801	5391	2000	sim		Número de distritos com serviço de abastecimento de água
1804	11014	2000	sim		Municípios sem rede coletora de esgoto
1806	2623	2000	sim		Número de distritos com coleta de esgoto sanitário
1808	2877	2000	sim		Número de distritos com coleta de esgoto sanitário
181	4491	1991	sim		Domicílios particulares permanentes
1812	11014	2000	sim		Municípios com coleta de esgoto sanitário
1815	2877	2000	sim		Número de distritos com tratamento de esgoto sanitário
1816	1111	2000	sim		Número de distritos com tratamento de esgoto sanitário
1817	1111	2000	sim		Número de distritos com tratamento de esgoto sanitário
1819	10149	2006	sim		Número de estabelecimentos agropecuários com uso de irrigação
182	4491	1991	sim		Domicílios particulares permanentes
1820	8271	2000	sim		Número total de distritos
1821	36998	2006	sim		Valor da produção dos estabelecimentos agropecuários com mais de 50 pés existentes em 31/12
1822	9470	2006	sim		Número de pés existentes nos estabelecimentos agropecuários com até 50 pés existentes em 31/12
1823	16586	2006	sim		Número de estabelecimentos agropecuários
1824	10775	2000	sim		Número total de distritos
1825	2715	2000	sim		Volume de esgoto coletado por dia
1826	2712	2000	sim		Extensão da rede coletora separadora convencional
1827	2877	2000	sim		Número de distritos com coleta de esgoto sanitário que utilizam emissário para lançamento de esgoto sanitário
1828	2877	2000	sim		Número de distritos com coleta de esgoto sanitário e que possuem interceptores
1829	4249	2000	sim		Número de distritos com coleta de esgoto sanitário
183	4491	1991	sim		Domicílios particulares permanentes
1830	2877	2000	sim		Número de distritos com coleta de esgoto sanitário e com uso a jusante dos principais corpos receptores do esgoto sanitário
1831	1111	2000	sim		Número de distritos com tratamento de esgoto sanitário
1832	2877	2000	sim		Número de distritos com coleta de esgoto sanitário
1833	1208	2000	sim		Número de distritos com cobrança do serviço de esgotamento sanitário proporcional ao valor da conta de água
1835	2194	2000	sim	Empresas / ocupacao	Pessoal ocupado no serviço de esgotamento sanitário
1836	2587	2000	sim	Empresas / ocupacao	Pessoal ocupado exclusivamente no serviço de esgotamento sanitário
1837	2877	2000	sim		Número de distritos com coleta de esgoto sanitário
